rank,difficultyScore,queue,tier,problemId,roomIdHex,roomName,area,objective,screens,enemyCount,staticPlanStatus,pathBlocks,onCompletionPath,onKpdrTracker,practiceStatus,teleportReady,runReady,entrySourceRoomIdHex,exitTargetRoomIdHex,difficultyReasons,stateFile,policyFile
170,32836,3,tough,room_d51e_from_d57a_to_d4c2,0xD51E,East Sand Hole,Maridia,collect_items_and_exit,4,3,unresolved,,0,0,unstarted,0,0,0xD57A,0xD4C2,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d51e_from_d57a.state,policies/room_clears/room_d51e_from_d57a_to_d4c2.json
171,32848,3,tough,room_9e11_from_9d19_to_9d19,0x9E11,Pink Brinstar Power Bomb Room,Brinstar,collect_items_and_exit,4,4,unresolved,,1,1,unstarted,0,0,0x9D19,0x9D19,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_9e11_from_9d19.state,policies/room_clears/room_9e11_from_9d19_to_9d19.json
172,32848,3,tough,room_d4ef_from_d54d_to_d461,0xD4EF,West Sand Hole,Maridia,collect_items_and_exit,4,4,unresolved,,0,0,unstarted,0,0,0xD54D,0xD461,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d4ef_from_d54d.state,policies/room_clears/room_d4ef_from_d54d_to_d461.json
173,32860,3,tough,room_a293_from_a2ce_to_a253,0xA293,Red Brinstar Fireflea Room,Brinstar,traverse_to_exit,16,11,planned_static,78,0,0,unstarted,0,0,0xA2CE,0xA253,large/vertical geometry,custom_integrations/SuperMetroid-Snes/room_a293_from_a2ce.state,policies/room_clears/room_a293_from_a2ce_to_a253.json
174,32872,3,tough,room_a56b_from_a641_to_a59f,0xA56B,Kraid's Eye Door,Brinstar,traverse_to_exit,4,11,unresolved,,1,1,unstarted,0,0,0xA641,0xA59F,gated exit;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_a56b_from_a641.state,policies/room_clears/room_a56b_from_a641_to_a59f.json
175,32874,3,tough,room_965b_from_92b3_to_99bd,0x965B,Gauntlet Energy Tank Room,Crateria,collect_items_and_exit,6,2,unresolved,,0,0,unstarted,0,0,0x92B3,0x99BD,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_965b_from_92b3.state,policies/room_clears/room_965b_from_92b3_to_99bd.json
176,32896,3,tough,room_957d_from_95a8_to_9552,0x957D,Crab Maze,Crateria,traverse_to_exit,8,8,unresolved,,0,0,unstarted,0,0,0x95A8,0x9552,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_957d_from_95a8.state,policies/room_clears/room_957d_from_95a8_to_9552.json
177,32897,3,tough,room_948c_from_962a_to_95d4,0x948C,Crateria Kihunter Room,Crateria,traverse_to_exit,9,6,unresolved,,1,0,unstarted,0,0,0x962A,0x95D4,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_948c_from_962a.state,policies/room_clears/room_948c_from_962a_to_95d4.json
178,32910,3,tough,room_9f11_from_9f64_to_a107,0x9F11,Construction Zone,Brinstar,traverse_to_exit,2,15,unresolved,,1,0,unstarted,0,0,0x9F64,0xA107,dense enemies;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_9f11_from_9f64.state,policies/room_clears/room_9f11_from_9f64_to_a107.json
179,32923,3,tough,room_ab07_from_ab8f_to_ab64,0xAB07,Post Crocomire Shaft,Norfair,traverse_to_exit,5,4,unresolved,,0,0,unstarted,0,0,0xAB8F,0xAB64,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_ab07_from_ab8f.state,policies/room_clears/room_ab07_from_ab8f_to_ab64.json
180,32945,3,tough,room_ae32_from_ae74_to_ae07,0xAE32,Volcano Room,Norfair,traverse_to_exit,9,10,unresolved,,0,0,unstarted,0,0,0xAE74,0xAE07,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_ae32_from_ae74.state,policies/room_clears/room_ae32_from_ae74_to_ae07.json
181,32945,3,tough,room_b1e5_from_b283_to_b236,0xB1E5,Acid Statue Room,Norfair,traverse_to_exit,9,10,unresolved,,0,0,unstarted,0,0,0xB283,0xB236,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_b1e5_from_b283.state,policies/room_clears/room_b1e5_from_b283_to_b236.json
182,32951,3,tough,room_990d_from_92fd_to_99bd,0x990D,Terminator Room,Crateria,collect_items_and_exit,18,9,planned_static,43,1,0,unstarted,0,0,0x92FD,0x99BD,large/vertical geometry,custom_integrations/SuperMetroid-Snes/room_990d_from_92fd.state,policies/room_clears/room_990d_from_92fd_to_99bd.json
183,32952,3,tough,room_b4e5_from_b585_to_b4ad,0xB4E5,Amphitheatre,Norfair,traverse_to_exit,20,9,planned_static,94,0,0,unstarted,0,0,0xB585,0xB4AD,large/vertical geometry,custom_integrations/SuperMetroid-Snes/room_b4e5_from_b585.state,policies/room_clears/room_b4e5_from_b585_to_b4ad.json
184,32996,3,tough,room_a4da_from_a70b_to_a471,0xA4DA,Warehouse Kihunter Room,Brinstar,collect_items_and_exit,8,8,unresolved,,1,1,unstarted,0,0,0xA70B,0xA471,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_a4da_from_a70b.state,policies/room_clears/room_a4da_from_a70b_to_a471.json
185,32996,3,tough,room_d30b_from_94cc_to_d2d9,0xD30B,Maridia Elevator,Maridia,traverse_to_exit,6,8,unresolved,,0,0,unstarted,0,0,0x94CC,0xD2D9,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d30b_from_94cc.state,policies/room_clears/room_d30b_from_94cc_to_d2d9.json
186,32998,3,tough,room_d1a3_from_d5a7_to_d1dd,0xD1A3,Crab Shaft,Maridia,traverse_to_exit,8,4,unresolved,,1,0,unstarted,0,0,0xD5A7,0xD1DD,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d1a3_from_d5a7.state,policies/room_clears/room_d1a3_from_d5a7_to_d1dd.json
187,33009,3,tough,room_9f64_from_a1ad_to_9f11,0x9F64,Blue Brinstar Energy Tank Room,Brinstar,collect_items_and_exit,9,7,unresolved,,0,0,unstarted,0,0,0xA1AD,0x9F11,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_9f64_from_a1ad.state,policies/room_clears/room_9f64_from_a1ad_to_9f11.json
188,33009,3,tough,room_a7de_from_a6a1_to_aa0e,0xA7DE,Business Center,Norfair,traverse_to_exit,7,7,unresolved,,1,1,unstarted,0,0,0xA6A1,0xAA0E,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_a7de_from_a6a1.state,policies/room_clears/room_a7de_from_a6a1_to_aa0e.json
189,33010,3,tough,room_b510_from_b55a_to_b656,0xB510,Lower Norfair Springball Maze Room,Norfair,collect_items_and_exit,10,5,unresolved,,1,1,unstarted,0,0,0xB55A,0xB656,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_b510_from_b55a.state,policies/room_clears/room_b510_from_b55a_to_b656.json
190,33032,3,tough,room_b4ad_from_b457_to_b40a,0xB4AD,Worst Room in the Game,Norfair,traverse_to_exit,6,11,unresolved,,0,0,unstarted,0,0,0xB457,0xB40A,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_b4ad_from_b457.state,policies/room_clears/room_b4ad_from_b457_to_b40a.json
191,33032,3,late_special,room_dd2e_from_dcff_to_dcff,0xDD2E,Tourian Recharge Room,Tourian,visit_station_and_return,1,0,planned_static,7,0,0,unstarted,0,0,0xDCFF,0xDCFF,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_dd2e_from_dcff.state,policies/room_clears/room_dd2e_from_dcff_to_dcff.json
192,33032,3,late_special,room_de23_from_ddf3_to_ddf3,0xDE23,Lower Tourian Save Room,Tourian,visit_station_and_return,1,0,planned_static,7,0,0,unstarted,0,0,0xDDF3,0xDDF3,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_de23_from_ddf3.state,policies/room_clears/room_de23_from_ddf3_to_ddf3.json
193,33033,3,late_special,room_df1b_from_daae_to_daae,0xDF1B,Upper Tourian Save Room,Tourian,visit_station_and_return,1,0,planned_static,8,0,0,unstarted,0,0,0xDAAE,0xDAAE,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_df1b_from_daae.state,policies/room_clears/room_df1b_from_daae_to_daae.json
194,33046,3,tough,room_a011_from_a051_to_9ad9,0xA011,Etacoon Energy Tank Room,Brinstar,collect_items_and_exit,10,8,unresolved,,0,0,unstarted,0,0,0xA051,0x9AD9,static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_a011_from_a051.state,policies/room_clears/room_a011_from_a051_to_9ad9.json
195,33054,3,tough,room_d340_from_d387_to_d5ec,0xD340,Plasma Spark Room,Maridia,traverse_to_exit,24,11,planned_static,72,0,0,unstarted,0,0,0xD387,0xD5EC,large/vertical geometry,custom_integrations/SuperMetroid-Snes/room_d340_from_d387.state,policies/room_clears/room_d340_from_d387_to_d5ec.json
196,33109,3,tough,room_99bd_from_9969_to_965b,0x99BD,Green Pirates Shaft,Crateria,collect_items_and_exit,7,7,unresolved,,1,0,unstarted,0,0,0x9969,0x965B,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_99bd_from_9969.state,policies/room_clears/room_99bd_from_9969_to_965b.json
197,33109,3,tough,room_b6ee_from_b585_to_b510,0xB6EE,Lower Norfair Fireflea Room,Norfair,collect_items_and_exit,18,13,planned_static,73,1,0,unstarted,0,0,0xB585,0xB510,large/vertical geometry;dense enemies,custom_integrations/SuperMetroid-Snes/room_b6ee_from_b585.state,policies/room_clears/room_b6ee_from_b585_to_b510.json
198,33132,3,tough,room_a253_from_a618_to_a2f7,0xA253,Red Tower,Brinstar,traverse_to_exit,10,11,unresolved,,1,1,unstarted,0,0,0xA618,0xA2F7,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_a253_from_a618.state,policies/room_clears/room_a253_from_a618_to_a2f7.json
199,33146,3,tough,room_d017_from_d0b9_to_cfc9,0xD017,Fish Tank,Maridia,traverse_to_exit,12,8,unresolved,,0,0,unstarted,0,0,0xD0B9,0xCFC9,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d017_from_d0b9.state,policies/room_clears/room_d017_from_d0b9_to_cfc9.json
200,33186,3,tough,room_d646_from_d4c2_to_d8c5,0xD646,Pants Room,Maridia,traverse_to_exit,8,13,unresolved,,0,0,unstarted,0,0,0xD4C2,0xD8C5,large/vertical geometry;dense enemies;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d646_from_d4c2.state,policies/room_clears/room_d646_from_d4c2_to_d8c5.json
201,33190,3,late_special,room_dc65_from_dc19_to_dcb1,0xDC65,Dust Torizo Room,Tourian,traverse_to_exit,2,1,planned_static,28,1,0,unstarted,0,0,0xDC19,0xDCB1,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_dc65_from_dc19.state,policies/room_clears/room_dc65_from_dc19_to_dcb1.json
202,33197,3,tough,room_b585_from_b5d5_to_b4e5,0xB585,Red Kihunter Shaft,Norfair,traverse_to_exit,15,6,unresolved,,1,0,unstarted,0,0,0xB5D5,0xB4E5,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_b585_from_b5d5.state,policies/room_clears/room_b585_from_b5d5_to_b4e5.json
203,33204,3,late_special,room_e021_from_e06b_to_dfd7,0xE021,Dead Scientist Room,Ceres,traverse_to_exit,2,2,planned_static,30,1,0,unstarted,0,0,0xE06B,0xDFD7,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_e021_from_e06b.state,policies/room_clears/room_e021_from_e06b_to_dfd7.json
204,33204,3,late_special,room_e06b_from_e0b5_to_e021,0xE06B,Ceres Flat Room,Ceres,traverse_to_exit,2,2,planned_static,30,1,0,unstarted,0,0,0xE0B5,0xE021,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_e06b_from_e0b5.state,policies/room_clears/room_e06b_from_e0b5_to_e021.json
205,33243,3,late_special,room_db31_from_db7d_to_dae1,0xDB31,Metroid Room 2,Tourian,traverse_to_exit,2,6,planned_static,21,1,0,unstarted,0,0,0xDB7D,0xDAE1,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_db31_from_db7d.state,policies/room_clears/room_db31_from_db7d_to_dae1.json
206,33248,3,late_special,room_ddc4_from_ddf3_to_dcff,0xDDC4,Tourian Eye Door Room,Tourian,traverse_to_exit,4,0,planned_static,48,1,1,unstarted,0,0,0xDDF3,0xDCFF,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_ddc4_from_ddf3.state,policies/room_clears/room_ddc4_from_ddf3_to_dcff.json
207,33248,3,late_special,room_ddf3_from_dd58_to_ddc4,0xDDF3,Rinka Shaft,Tourian,traverse_to_exit,3,3,planned_static,37,1,0,unstarted,0,0,0xDD58,0xDDC4,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_ddf3_from_dd58.state,policies/room_clears/room_ddf3_from_dd58_to_ddc4.json
208,33258,3,tough,room_d1dd_from_d1a3_to_d16d,0xD1DD,Pseudo Plasma Spark Room,Maridia,collect_items_and_exit,12,9,unresolved,,0,0,unstarted,0,0,0xD1A3,0xD16D,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d1dd_from_d1a3.state,policies/room_clears/room_d1dd_from_d1a3_to_d16d.json
209,33282,3,late_special,room_dfd7_from_e021_to_df8d,0xDFD7,Magnet Stairs Room,Ceres,traverse_to_exit,2,7,planned_static,48,1,0,unstarted,0,0,0xE021,0xDF8D,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_dfd7_from_e021.state,policies/room_clears/room_dfd7_from_e021_to_df8d.json
210,33284,3,late_special,room_dbcd_from_dc19_to_db7d,0xDBCD,Metroid Room 4,Tourian,traverse_to_exit,2,7,planned_static,50,1,0,unstarted,0,0,0xDC19,0xDB7D,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_dbcd_from_dc19.state,policies/room_clears/room_dbcd_from_dc19_to_db7d.json
211,33306,3,tough,room_ab8f_from_ab07_to_ac2b,0xAB8F,Post Crocomire Jump Room,Norfair,collect_items_and_exit,24,13,planned_static,120,0,0,unstarted,0,0,0xAB07,0xAC2B,large/vertical geometry;dense enemies,custom_integrations/SuperMetroid-Snes/room_ab8f_from_ab07.state,policies/room_clears/room_ab8f_from_ab07_to_ac2b.json
212,33312,3,tough,room_9b5b_from_a0a4_to_9dc7,0x9B5B,Spore Spawn Super Room,Brinstar,collect_items_and_exit,18,1,unresolved,,1,1,unstarted,0,0,0xA0A4,0x9DC7,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_9b5b_from_a0a4.state,policies/room_clears/room_9b5b_from_a0a4_to_9dc7.json
213,33336,3,late_special,room_df8d_from_dfd7_to_df45,0xDF8D,Falling Tile Room,Ceres,traverse_to_exit,2,13,planned_static,30,1,0,unstarted,0,0,0xDFD7,0xDF45,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_df8d_from_dfd7.state,policies/room_clears/room_df8d_from_dfd7_to_df45.json
214,33336,3,tough,room_c98e_from_968f_to_93fe,0xC98E,Bowling Alley,Wrecked Ship,collect_items_and_exit,18,3,unresolved,,1,0,unstarted,0,0,0x968F,0x93FE,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_c98e_from_968f.state,policies/room_clears/room_c98e_from_968f_to_93fe.json
215,33360,3,tough,room_d5a7_from_d617_to_d57a,0xD5A7,Aqueduct,Maridia,collect_items_and_exit,18,5,unresolved,,1,1,unstarted,0,0,0xD617,0xD57A,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d5a7_from_d617.state,policies/room_clears/room_d5a7_from_d617_to_d57a.json
216,33374,3,tough,room_b656_from_b510_to_ad5e,0xB656,The Musketeers' Room,Norfair,collect_items_and_exit,12,12,unresolved,,1,1,unstarted,0,0,0xB510,0xAD5E,large/vertical geometry;dense enemies;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_b656_from_b510.state,policies/room_clears/room_b656_from_b510_to_ad5e.json
217,33382,3,late_special,room_df45_from_df8d_to_91f8,0xDF45,Ceres Elevator,Ceres,traverse_to_exit,3,13,planned_static,51,1,1,unstarted,0,0,0xDF8D,0x91F8,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_df45_from_df8d.state,policies/room_clears/room_df45_from_df8d_to_91f8.json
218,33408,3,late_special,room_dae1_from_db31_to_daae,0xDAE1,Metroid Room 1,Tourian,traverse_to_exit,6,8,planned_static,62,1,0,unstarted,0,0,0xDB31,0xDAAE,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_dae1_from_db31.state,policies/room_clears/room_dae1_from_db31_to_daae.json
219,33422,3,tough,room_a322_from_a3ae_to_962a,0xA322,Caterpillar Room,Brinstar,traverse_to_exit,24,6,unresolved,,1,0,unstarted,0,0,0xA3AE,0x962A,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_a322_from_a3ae.state,policies/room_clears/room_a322_from_a3ae_to_962a.json
220,33430,3,tough,room_9e52_from_9fba_to_9d19,0x9E52,Green Hill Zone,Brinstar,collect_items_and_exit,32,10,planned_static,160,1,1,unstarted,0,0,0x9FBA,0x9D19,large/vertical geometry,custom_integrations/SuperMetroid-Snes/room_9e52_from_9fba.state,policies/room_clears/room_9e52_from_9fba_to_9d19.json
221,33474,3,tough,room_b40a_from_b3a5_to_b4ad,0xB40A,Mickey Mouse Room,Norfair,collect_items_and_exit,16,12,unresolved,,0,0,unstarted,0,0,0xB3A5,0xB4AD,large/vertical geometry;dense enemies;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_b40a_from_b3a5.state,policies/room_clears/room_b40a_from_b3a5_to_b4ad.json
222,33486,3,late_special,room_db7d_from_dbcd_to_db31,0xDB7D,Metroid Room 3,Tourian,traverse_to_exit,6,12,planned_static,92,1,0,unstarted,0,0,0xDBCD,0xDB31,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_db7d_from_dbcd.state,policies/room_clears/room_db7d_from_dbcd_to_db31.json
223,33534,3,tough,room_9e9f_from_9e52_to_97b5,0x9E9F,Morph Ball Room,Brinstar,collect_items_and_exit,24,7,unresolved,,1,1,unstarted,0,0,0x9E52,0x97B5,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_9e9f_from_9e52.state,policies/room_clears/room_9e9f_from_9e52_to_97b5.json
224,33536,3,tough,room_b5d5_from_b62b_to_b585,0xB5D5,Wasteland,Norfair,collect_items_and_exit,18,13,unresolved,,1,0,unstarted,0,0,0xB62B,0xB585,large/vertical geometry;dense enemies;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_b5d5_from_b62b.state,policies/room_clears/room_b5d5_from_b62b_to_b585.json
225,33545,3,tough,room_96ba_from_dede_to_92fd,0x96BA,The Climb,Crateria,traverse_to_exit,27,10,unresolved,,1,0,unstarted,0,0,0xDEDE,0x92FD,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_96ba_from_dede.state,policies/room_clears/room_96ba_from_dede_to_92fd.json
226,33550,3,late_special,room_dcff_from_dd2e_to_dcb1,0xDCFF,Seaweed Room,Tourian,traverse_to_exit,2,0,unresolved,,1,0,unstarted,0,0,0xDD2E,0xDCB1,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_dcff_from_dd2e.state,policies/room_clears/room_dcff_from_dd2e_to_dcb1.json
227,33557,3,tough,room_91f8_from_95d4_to_92fd,0x91F8,Landing Site,Crateria,traverse_to_exit,45,3,planned_static,146,1,1,unstarted,0,0,0x95D4,0x92FD,large/vertical geometry,custom_integrations/SuperMetroid-Snes/room_91f8_from_95d4.state,policies/room_clears/room_91f8_from_95d4_to_92fd.json
228,33574,3,tough,room_d0b9_from_d017_to_cfc9,0xD0B9,Mt. Everest,Maridia,traverse_to_exit,24,12,unresolved,,1,1,unstarted,0,0,0xD017,0xCFC9,large/vertical geometry;dense enemies;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_d0b9_from_d017.state,policies/room_clears/room_d0b9_from_d017_to_cfc9.json
229,33574,3,late_special,room_dc19_from_dc65_to_dbcd,0xDC19,Tourian Hopper Room,Tourian,traverse_to_exit,2,2,unresolved,,1,0,unstarted,0,0,0xDC65,0xDBCD,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_dc19_from_dc65.state,policies/room_clears/room_dc19_from_dc65_to_dbcd.json
230,33598,3,late_special,room_a66a_from_a5ed_to_daae,0xA66A,Statues Room,Crateria,traverse_to_exit,2,4,unresolved,,1,1,unstarted,0,0,0xA5ED,0xDAAE,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_a66a_from_a5ed.state,policies/room_clears/room_a66a_from_a5ed_to_daae.json
231,33612,3,late_special,room_daae_from_df1b_to_a66a,0xDAAE,Tourian Elevator,Tourian,traverse_to_exit,4,1,unresolved,,1,1,unstarted,0,0,0xDF1B,0xA66A,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_daae_from_df1b.state,policies/room_clears/room_daae_from_df1b_to_a66a.json
232,33634,3,tough,room_94fd_from_9552_to_cbd5,0x94FD,East Ocean,Crateria,traverse_to_exit,42,13,planned_static,98,0,0,unstarted,0,0,0x9552,0xCBD5,large/vertical geometry;dense enemies,custom_integrations/SuperMetroid-Snes/room_94fd_from_9552.state,policies/room_clears/room_94fd_from_9552_to_cbd5.json
233,33658,3,tough,room_b236_from_af3f_to_b1e5,0xB236,Main Hall,Norfair,traverse_to_exit,24,19,unresolved,,0,0,unstarted,0,0,0xAF3F,0xB1E5,large/vertical geometry;dense enemies;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_b236_from_af3f.state,policies/room_clears/room_b236_from_af3f_to_b1e5.json
234,33674,3,tough,room_cfc9_from_d0b9_to_cefb,0xCFC9,Main Street,Maridia,collect_items_and_exit,24,12,unresolved,,1,0,unstarted,0,0,0xD0B9,0xCEFB,large/vertical geometry;dense enemies;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_cfc9_from_d0b9.state,policies/room_clears/room_cfc9_from_d0b9_to_cefb.json
235,33674,3,tough,room_a815_from_a8f8_to_a865,0xA815,Ice Beam Gate Room,Norfair,traverse_to_exit,28,12,unresolved,,1,1,unstarted,0,0,0xA8F8,0xA865,large/vertical geometry;dense enemies;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_a815_from_a8f8.state,policies/room_clears/room_a815_from_a8f8_to_a865.json
236,33675,3,late_special,room_b3e1_scripted,0xB3E1,Unused Lower Norfair Room,Norfair,enter_objective_and_return,1,0,unavailable,,0,0,unstarted,0,0,,,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_b3e1_entry.state,policies/room_clears/room_b3e1_scripted.json
237,33695,3,tough,room_92fd_from_96ba_to_91f8,0x92FD,Parlor and Alcatraz,Crateria,traverse_to_exit,25,20,unresolved,,1,0,unstarted,0,0,0x96BA,0x91F8,large/vertical geometry;dense enemies;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_92fd_from_96ba.state,policies/room_clears/room_92fd_from_96ba_to_91f8.json
238,33698,3,tough,room_99f9_from_96ba_to_96ba,0x99F9,Crateria Super Room,Crateria,collect_items_and_exit,32,4,unresolved,,0,0,unstarted,0,0,0x96BA,0x96BA,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_99f9_from_96ba.state,policies/room_clears/room_99f9_from_96ba_to_96ba.json
239,33732,3,late_special,room_dcb1_from_dc65_to_dcff,0xDCB1,Big Boy Room,Tourian,traverse_to_exit,4,11,unresolved,,1,0,unstarted,0,0,0xDC65,0xDCFF,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_dcb1_from_dc65.state,policies/room_clears/room_dcb1_from_dc65_to_dcff.json
240,33780,3,late_special,room_aa0e_from_a923_to_a7de,0xAA0E,Crocomire Escape,Norfair,scripted_escape,8,12,planned_static,36,0,0,unstarted,0,0,0xA923,0xA7DE,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_aa0e_from_a923.state,policies/room_clears/room_aa0e_from_a923_to_a7de.json
241,33825,3,late_special,room_b55a_from_b510_to_b6ee,0xB55A,Lower Norfair Escape Power Bomb Room,Norfair,scripted_escape,1,0,unresolved,,0,0,unstarted,0,0,0xB510,0xB6EE,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_b55a_from_b510.state,policies/room_clears/room_b55a_from_b510_to_b6ee.json
242,33857,3,tough,room_a923_from_a98d_to_a8f8,0xA923,Crocomire Speedway,Norfair,traverse_to_exit,39,11,unresolved,,0,0,unstarted,0,0,0xA98D,0xA8F8,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_a923_from_a98d.state,policies/room_clears/room_a923_from_a98d_to_a8f8.json
243,33874,3,late_special,room_de7a_from_de4d_to_dea7,0xDE7A,Tourian Escape Room 2,Tourian,scripted_escape,2,2,unresolved,,1,0,unstarted,0,0,0xDE4D,0xDEA7,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_de7a_from_de4d.state,policies/room_clears/room_de7a_from_de4d_to_dea7.json
244,33946,3,late_special,room_de4d_from_dd58_to_de7a,0xDE4D,Tourian Escape Room 1,Tourian,scripted_escape,2,8,unresolved,,1,0,unstarted,0,0,0xDD58,0xDE7A,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_de4d_from_dd58.state,policies/room_clears/room_de4d_from_dd58_to_de7a.json
245,33956,3,late_special,room_dea7_from_de7a_to_dede,0xDEA7,Tourian Escape Room 3,Tourian,scripted_escape,12,7,planned_static,172,1,0,unstarted,0,0,0xDE7A,0xDEDE,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_dea7_from_de7a.state,policies/room_clears/room_dea7_from_de7a_to_dede.json
246,34134,3,tough,room_93fe_from_ca52_to_95ff,0x93FE,West Ocean,Crateria,collect_items_and_exit,48,7,unresolved,,1,1,unstarted,0,0,0xCA52,0x95FF,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_93fe_from_ca52.state,policies/room_clears/room_93fe_from_ca52_to_95ff.json
247,34182,3,tough,room_9ad9_from_a011_to_9938,0x9AD9,Green Brinstar Main Shaft,Brinstar,collect_items_and_exit,48,11,unresolved,,0,0,unstarted,0,0,0xA011,0x9938,large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_9ad9_from_a011.state,policies/room_clears/room_9ad9_from_a011_to_9938.json
248,34206,3,late_special,room_dede_from_dea7_to_96ba,0xDEDE,Tourian Escape Room 4,Tourian,scripted_escape,18,13,planned_static,216,1,1,unstarted,0,0,0xDEA7,0x96BA,scripted/late-game room,custom_integrations/SuperMetroid-Snes/room_dede_from_dea7.state,policies/room_clears/room_dede_from_dea7_to_96ba.json
249,34211,3,tough,room_9cb3_from_9d19_to_a07b,0x9CB3,Dachora Room,Brinstar,traverse_to_exit,49,13,unresolved,,0,0,unstarted,0,0,0x9D19,0xA07B,large/vertical geometry;dense enemies;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_9cb3_from_9d19.state,policies/room_clears/room_9cb3_from_9d19_to_a07b.json
250,34260,3,tough,room_9d19_from_a0d2_to_9d9c,0x9D19,Big Pink,Brinstar,collect_items_and_exit,50,10,unresolved,,1,1,unstarted,0,0,0xA0D2,0x9D9C,gated exit;large/vertical geometry;static collision path unresolved,custom_integrations/SuperMetroid-Snes/room_9d19_from_a0d2.state,policies/room_clears/room_9d19_from_a0d2_to_9d9c.json
